person_id,full_name,D_RAPM,O_RAPM,RAPM,mp,season_name
156,Antoine Carr,-0.00802679996782517,0.0155322011021004,0.00750540113427519,1002.7049999748,NBA_1998
979,Jermaine ONeal,0.017582682611716,-0.0104481255994125,0.00713455701230354,739.1333333171,NBA_1998
1521,Jacque Vaughn,0.0130609579965208,-0.00758769006051397,0.00547326793600682,338.3883333248,NBA_1998
289,Ledell Eackles,0.0310862731803448,-0.025640726775412,0.00544554640493286,481.3733333181,NBA_1998
757,Damon Stoudamire,-0.0327091015083608,0.0380352435725037,0.00532614206414284,2702.3383332792,NBA_1998
1073,Reggie Slater,-0.0286838523139562,0.0335968913840465,0.00491303907009031,1465.5083332993,NBA_1998
1110,Mark Strickland,-0.0251860607746304,0.030060939431235,0.00487487865660465,751.9933333141,NBA_1998
29,Jim McIlvaine,-0.0311798156465913,0.0360517918512103,0.00487197620461897,1141.6049999848,NBA_1998
281,Scott Williams,0.00317963737237072,0.00119257807207067,0.00437221544444139,738.9899999768,NBA_1998
210,Terrell Brandon,-0.0390962671316795,0.0434148844251354,0.00431861729345587,1749.0149999638,NBA_1998
1538,Cedric Henderson,0.069942572453056,-0.0661258838056376,0.00381668864741841,2419.2966666126,NBA_1998
997,Chris Robinson,0.00484773038417521,-0.00109454864931294,0.00375318173486227,346.0833333254,NBA_1998
54,Dickey Simpkins,0.00715616489839503,-0.00352696452098872,0.00362920037740632,352.6283333236,NBA_1998
1500,Ron Mercer,0.0308131610783469,-0.0272140069325724,0.00359915414577449,2495.8033332659,NBA_1998
916,Corie Blount,-0.0276152798008908,0.0291230895050487,0.00150780970415787,950.9233333062,NBA_1998
689,Theo Ratliff,0.0366996721193716,-0.0353701954025249,0.00132947671684661,2361.7899999471,NBA_1998
121,Patrick Ewing,0.0524043039581873,-0.0512154826702686,0.00118882128791867,811.931666651,NBA_1998
341,Joe Wolf,0.0309722222032422,-0.0303735565605196,0.000598665642722634,560.4566666525,NBA_1998
239,Darrick Martin,-0.0536702900617956,0.0531416777652778,-0.000528612296517808,2236.5749999586,NBA_1998
769,B.J. Armstrong,-0.0132816168880346,0.0127136080597326,-0.000568008828301967,739.9333333131,NBA_1998
1133,Corey Beck,0.0180809742798229,-0.0190021245776249,-0.000921150297801952,644.7483333184,NBA_1998
707,Mark Davis,0.0418981229396888,-0.0457030851299782,-0.00380496219028929,855.1816666435,NBA_1998
183,Bison Dele,0.0159128578368399,-0.0201652223551555,-0.00425236451831561,2468.4216666177,NBA_1998
146,Jud Buechler,0.00910122462095409,-0.0139204862054269,-0.00481926158447283,502.1683333192,NBA_1998
982,Martin Muursepp,0.00155762557808862,-0.00639182571916359,-0.00483420014107497,558.4966666547,NBA_1998
994,Jamie Feick,-0.00753379588070257,0.00268720972082111,-0.00484658615988147,394.5099999902,NBA_1998
339,Tom Gugliotta,-0.0200304829083182,0.0147084378459618,-0.00532204506235632,1484.2516666358,NBA_1998
690,Don Reid,-0.00294844791645838,-0.00261822122704047,-0.00556666914349885,913.5233333165,NBA_1998
708,Kevin Garnett,-0.0992071235305703,0.0927889667201677,-0.00641815681040266,3064.3533332682,NBA_1998
953,Lorenzen Wright,0.0141383906163538,-0.0218203923734373,-0.00768200175708349,1969.5349999614,NBA_1998
353,Darrell Armstrong,0.0261662420297918,-0.0346128473579752,-0.00844660532818338,1173.5533333054,NBA_1998
355,Vincent Askew,0.0234938831055755,-0.0319735085801569,-0.00847962547458148,433.1966666547,NBA_1998
248,George Lynch,0.00725109710368141,-0.0159744955396903,-0.00872339843600885,1352.2499999655,NBA_1998
3,Grant Long,0.000894796957577004,-0.00978971239663148,-0.00889491543905448,687.8466666522,NBA_1998
1509,Kelvin Cato,0.0133010268666676,-0.0222312098315351,-0.00893018296486752,923.5416666417,NBA_1998
1503,Tracy McGrady,-0.0245904234455049,0.0147716165706818,-0.00981880687482303,1029.771666642,NBA_1998
682,Bob Sura,0.0175623674432579,-0.0276386827549517,-0.0100763153116937,899.8533333084,NBA_1998
145,Tracy Murray,-0.0596040964392529,0.0483514710685029,-0.01125262537075,2138.9416666093,NBA_1998
399,Sean Rooks,-0.0164542337550838,0.00496738700033405,-0.0114868467547498,343.5083333236,NBA_1998
35,Eric Riley,-0.00651391839191743,-0.00606175327859264,-0.0125756716705101,504.1483333239,NBA_1998
1063,Carl Thomas,0.00863436739410226,-0.021368420783734,-0.0127340533896317,364.5983333225,NBA_1998
356,Chris Morris,0.0144877013790912,-0.027241677767976,-0.0127539763888848,447.9666666552,NBA_1998
324,Anthony Peeler,-0.0598259767836861,0.0470115333965268,-0.0128144433871593,1144.8099999771,NBA_1998
236,Kevin Edwards,0.00124252693312404,-0.0142817430015579,-0.0130392160684339,443.1016666548,NBA_1998
698,Eddie Johnson,-0.0660867450897233,0.0517364054811109,-0.0143503396086124,1387.6776666336,NBA_1998
469,Jamal Mashburn,-0.0253931298448605,0.0100203188208432,-0.0153728110240173,1673.6999999642,NBA_1998
383,Kendall Gill,-0.0695036531712975,0.0540165588422184,-0.0154870943290792,2624.7583332732,NBA_1998
244,Dee Brown,-0.0161699539501209,0.000552937435680868,-0.01561701651444,1611.9766666201,NBA_1998
72,Kenny Anderson,0.03968020449048,-0.0553667578554539,-0.0156865533649739,1765.2749999623,NBA_1998
970,Othella Harrington,-0.0254431563051263,0.00890689975490778,-0.0165362565502185,790.4766666489,NBA_1998
243,Aaron McKie,0.079516806154483,-0.0961450873368748,-0.0166282811823918,1737.4633332845,NBA_1998
456,Chuck Person,0.00448867269333068,-0.0211251246993705,-0.0166364520060398,1125.8883333084,NBA_1998
766,David Wingate,0.00967731212416606,-0.0263151104805435,-0.0166377983563774,424.8749999873,NBA_1998
423,Chris Gatling,-0.0531581871433898,0.0364984092125527,-0.016659777930837,1304.564999964,NBA_1998
234,Khalid Reeves,0.0321998067973229,-0.0489456655451436,-0.0167458587478207,1896.2566666314,NBA_1998
192,Dennis Scott,0.0203972797545284,-0.0378832376063617,-0.0174859578518333,2182.6016666198,NBA_1998
365,Derrick McKey,0.0307575304472802,-0.0487049692355421,-0.0179474387882619,1221.9266666344,NBA_1998
364,Rex Chapman,-0.0280502384520236,0.00940507316730982,-0.0186451652847138,1944.7979999587,NBA_1998
1565,Michael Stewart,0.0362778959936258,-0.0552038419471861,-0.0189259459535603,1644.6099999654,NBA_1998
17,Clyde Drexler,-0.108124674597101,0.0889821643846321,-0.0191425102124687,2424.6739999579,NBA_1998
1594,Rick Brunson,-0.0211323707589355,0.000699757596022469,-0.020432613162913,547.7566666538,NBA_1998
147,Jalen Rose,0.00824433810754769,-0.0292738706915274,-0.0210295325839797,1538.7966666242,NBA_1998
67,Tom Hammonds,-0.0635990082835737,0.0420413590648008,-0.0215576492187729,1042.2199999736,NBA_1998
371,Terry Mills,0.00391374943824084,-0.0262238807178588,-0.0223101312796179,714.4366666464,NBA_1998
1005,Walt Williams,0.00691888272815926,-0.0303753804577927,-0.0234564977296335,1387.9833332997,NBA_1998
51,Mahmoud Abdul-Rauf,0.00709003178974836,-0.0311756357099374,-0.024085603920189,487.6266666525,NBA_1998
82,Bill Wennington,0.0237232338569257,-0.0481820167536883,-0.0244587828967627,437.1433333234,NBA_1998
955,Samaki Walker,0.0325740485941952,-0.0574878930560936,-0.0249138444618984,974.9016666476,NBA_1998
948,Marcus Camby,-0.00614436431383082,-0.0202908659593146,-0.0264352302731454,1938.8816666268,NBA_1998
448,Bo Outlaw,0.0575383750268906,-0.0842717450852818,-0.0267333700583912,2852.6483332768,NBA_1998
1502,Adonal Foyle,0.0327454368900269,-0.0600781357531336,-0.0273326988631067,574.6899999836,NBA_1998
1037,Stojko Vrankovic,-0.0391273020914331,0.0116920267489179,-0.0274352753425152,954.3083333178,NBA_1998
672,Matt Bullard,-0.0571856520889329,0.0294709217024152,-0.0277147303865177,1108.9699999786,NBA_1998
696,Travis Best,0.0221430209082096,-0.0501072799726676,-0.027964259064458,1396.0233332956,NBA_1998
247,Joe Dumars,-0.0243408556548886,-0.0037034422397543,-0.0280442978946429,2252.7833332884,NBA_1998
932,Oliver Miller,-0.0161241104181251,-0.0126811010348294,-0.0288052114529545,1541.1933333038,NBA_1998
1516,Ed Gray,-0.0256701907206246,-0.00320562256650411,-0.0288758132871287,444.1616666548,NBA_1998
695,Eldridge Recasner,-0.0427975325060744,0.0125524529924425,-0.030245079513632,1325.5433333009,NBA_1998
278,Stacey Augmon,0.0118081524220066,-0.0432126665768365,-0.0314045141548299,1363.246666632,NBA_1998
969,Travis Knight,0.0112966204253414,-0.0427387413754602,-0.0314421209501188,1405.6199999599,NBA_1998
958,Vitaly Potapenko,0.0669963345923394,-0.0993751283835202,-0.0323787937911808,1331.2383332932,NBA_1998
788,Kevin Willis,-0.0819189966246672,0.0494271420401595,-0.0324918545845077,2479.5389999579,NBA_1998
1512,Chris Anstey,0.0029332842539334,-0.0359001257577979,-0.0329668415038645,622.2716666525,NBA_1998
761,Matt Geiger,-0.0515916915528806,0.0179115442658297,-0.0336801472870509,1764.7349999633,NBA_1998
971,Mark Hendrickson,-0.00129564168109747,-0.0328227398762493,-0.0341183815573467,639.4233333175,NBA_1998
53,Mario Elie,-0.102036662839332,0.0677147546551179,-0.0343219081842143,1957.8449999657,NBA_1998
221,Clar. Weatherspoon,0.0423512295101415,-0.0769118854140098,-0.0345606559038683,2221.9416666175,NBA_1998
57,Doug Christie,-0.0537682980111884,0.0186059223514259,-0.0351623756597625,2795.6749999418,NBA_1998
426,Terry Davis,0.000441182574373359,-0.0356841785790888,-0.0352429960047155,1665.448333303,NBA_1998
951,Ray Allen,-0.0266183806927212,-0.00881978192661722,-0.0354381626193384,3188.3099999361,NBA_1998
436,Juwan Howard,-0.0273257514266769,-0.00822775001089949,-0.0355535014375764,2478.4449999436,NBA_1998
7,Dan Schayes,-0.0143068201596704,-0.0219271275600855,-0.0362339477197559,1210.3733333094,NBA_1998
950,Stephon Marbury,-0.0965267749716289,0.0601797996317045,-0.0363469753399244,2973.8866666042,NBA_1998
1444,Lawrence Funderburke,0.00701466855885619,-0.0439010094367662,-0.03688634087791,1002.6333333086,NBA_1998
317,John Starks,0.0010188678558005,-0.0383080932313239,-0.0372892253755234,1975.6649999493,NBA_1998
914,Stanley Roberts,0.0094884499323014,-0.0467980289287805,-0.0373095789964791,1264.3949999773,NBA_1998
699,Brent Barry,-0.0602611784255941,0.0228947881533893,-0.0373663902722048,1535.4149999668,NBA_1998
911,Ervin Johnson,-0.0124197029711888,-0.0249559349891592,-0.0373756379603479,2179.5916666303,NBA_1998
922,Elden Campbell,-0.0686269411178046,0.0308210307579888,-0.0378059103598158,1717.6616666237,NBA_1998
43,Chris Whitney,-0.0188849299823801,-0.0194284508756991,-0.0383133808580792,970.7283333014,NBA_1998
358,Anfernee Hardaway,0.0055266640862894,-0.0445701759049564,-0.039043511818667,620.5999999852,NBA_1998
753,Randy Brown,0.0551037593729353,-0.096046716283669,-0.0409429569107337,1078.9649999736,NBA_1998
713,Chris Carr,-0.0269279685862018,-0.015269468520036,-0.0421974371062378,1073.6499999793,NBA_1998
894,Ricky Pierce,0.00411972932754176,-0.0468653241767044,-0.0427455948491626,409.2166666551,NBA_1998
28,Doug West,-0.00426313552134132,-0.0394657214264604,-0.0437288569478017,661.1999999829,NBA_1998
1505,Tariq Abdul-Wahad,-0.00446595634866525,-0.0397541840071192,-0.0442201403557844,850.3566666478,NBA_1998
84,Latrell Sprewell,-0.0011777958605672,-0.0439071540309826,-0.0450849498915498,523.2283333212,NBA_1998
704,Shawn Respert,-0.0561775623968893,0.0105776423331408,-0.0455999200637485,731.5216666481,NBA_1998
157,Derek Harper,-0.00676318192417055,-0.0399659255479,-0.0467291074720705,1702.8716666308,NBA_1998
310,Bobby Hurley,-0.0197320087089041,-0.0272190789484663,-0.0469510876573705,800.7199999799,NBA_1998
359,Chucky Brown,-0.0205940922350848,-0.0272742605494926,-0.0478683527845774,1123.0516666389,NBA_1998
179,Bryant Stith,-0.0295560733658381,-0.0187178685587495,-0.0482739419245876,705.2449999834,NBA_1998
323,Greg Foster,-0.123177330230096,0.0744894514410526,-0.0486878787890431,1365.7783333067,NBA_1998
724,Cory Alexander,-0.0308054244055076,-0.018114442666407,-0.0489198670719146,1115.4983333077,NBA_1998
376,Eric Montross,-0.00738090304902367,-0.0420952777725341,-0.0494761808215578,645.2816666564,NBA_1998
178,Olden Polynice,-0.0148858850768762,-0.0348187291565941,-0.0497046142334704,1395.8549999698,NBA_1998
15,Eric Piatkowski,-0.0614194672139112,0.0111937803900113,-0.0502256868238999,1645.6449999662,NBA_1998
898,Blue Edwards,-0.105305951152356,0.0548914360686732,-0.0504145150836824,1850.5383332891,NBA_1998
432,Pete Chilcutt,-0.0517447748577457,0.00098840468056524,-0.0507563701771805,1325.419999965,NBA_1998
93,Hubert Davis,-0.00907934575393791,-0.0421916750913219,-0.0512710208452598,2271.7133332832,NBA_1998
692,Andrew DeClercq,0.0119321834052143,-0.0636083482050128,-0.0516761647997985,1425.6616666275,NBA_1998
697,Fred Hoiberg,0.0186523049483379,-0.07060797665556,-0.0519556717072222,768.9249999797,NBA_1998
164,Chris Childs,0.0193854841444255,-0.0720724174705012,-0.0526869333260757,1388.1716666292,NBA_1998
21,Greg Anthony,-0.0396494153144732,-0.0143088416488321,-0.0539582569633053,880.2999999733,NBA_1998
280,Felton Spencer,0.03003759087692,-0.0844316302338426,-0.0543940393569225,758.0383333119,NBA_1998
